months_as_customer,age,policy_deductable,policy_annual_premium,insured_zip,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
291,46,1000,994.74,452701,0,-55300,8,1,2,2,5580,620,620,4340,2005,-2.056864074235221,-0.22374374119219476,0.5075488048325203,0.2204694287483748,0.16169077503135024,0.25006805635041585,0.21779815240449954,0.3867734452961085,0.039099846780396796,-0.28185922047147266,-0.14613292600721098,-0.6414219068683676,-0.3666274011160119,0.1990633609368774,-0.04832896429604631,-0.45798588656226796,0.013190085518165043
154,37,1000,2047.59,439269,0,-67800,2,1,0,3,79530,14460,7230,57840,2000,-2.22810585904154,0.29823523024782145,0.31385261564537986,0.07441951510672336,0.136598447074307,0.12158220454690456,0.14860189495379922,-0.020623620358185605,-0.3513494293862779,-0.2232725375790513,0.328842731338615,-0.4953061636340355,0.05127292192354685,-0.22874505596007103,-0.22750510118288228,0.5396455883337203,-0.02400877595626797
289,49,2000,1222.48,620757,0,0,16,1,1,1,5330,1230,820,3280,2001,-1.9337073751338274,-0.21699153120503473,0.499079538596276,0.21508313388478129,0.5020725281638189,0.01921450284162333,0.2614216055632477,0.3325171773861027,0.21503994793048845,-0.049729198275434004,0.6088684627042034,-0.05791787141908668,-0.08812125492819059,-0.5355561116552788,-0.2214478771446221,-0.3410339840579772,-0.12885044437980053
80,26,1000,1343.0,443625,64600,0,12,1,0,0,90400,9040,9040,72320,1995,-2.1736421395186127,0.6558769838959471,-0.2389975891782413,0.6971220406959721,0.1428639681741041,0.2726366273759603,0.12455660356228158,-0.22444037374529008,-0.05567137033233592,-0.21264690826765378,0.18754701484541814,0.07357383337442208,0.10396203273021494,-0.050695049182079066,-0.7815452922179731,0.597468987178202,0.2215584728529236
419,53,2000,736.07,445339,45700,0,17,4,0,0,62280,5190,10380,46710,2012,-1.8424438451224348,0.13319221722455676,-0.11734497502347499,0.5042161475911867,-1.1201758334652863,-0.1163230533432184,0.53152687278077,-0.10651139362343616,-0.2768686099964122,0.703901056549046,0.37203404269657514,0.32586516770652474,-0.2553713973110175,-0.12722331799413372,-0.3015928546813851,0.24812434192361046,0.1660848612916844
35,35,2000,1117.42,446158,0,-51900,23,3,2,2,53190,5910,11820,35460,1996,-2.1569595587638433,-0.38778286816314483,0.8256625769776341,-0.2257811855753415,0.32438601506774895,-0.14247712658269482,0.2751192072714754,0.36358577858401825,-0.39296370318873164,0.32845919181837696,0.850448222977394,-0.17436723665418608,0.12276994759974563,-0.47420316088016284,-0.06476934082750035,-0.4035352934391633,0.24557300666422666
179,32,1000,1433.42,608328,53800,0,4,1,1,2,54200,5420,10840,37940,2014,-1.794358759417509,-0.03995913971112127,0.33483169480692626,-0.323158733574512,-0.9982340922258798,0.19398537939032667,-0.055109043522952185,0.4807675670794465,-0.10416229689776553,0.2961088096819945,-0.6724137358272968,-0.4694450033612652,-0.7588232030293758,-0.20359403801576184,0.6268723425936614,0.32736516979184627,0.1983025413195268
13,21,1000,1556.31,463809,0,-75000,19,3,2,0,94930,8630,8630,77670,2014,-2.156959558763843,-0.38859278243098444,-0.6343166258482393,0.046531680439475885,-0.18164783442036617,-0.5247915763492439,0.14707947725268675,0.2352871126829234,-0.014011221947611386,0.02774947753071637,0.1275378364636952,0.4554011392665425,0.3556175998308476,0.6238824846596825,0.9446262492146227,0.5149065687718621,0.02899220336401942
168,39,1000,1389.59,479134,0,-42600,23,3,1,3,41580,3780,7560,30240,2015,-2.216329919685232,-0.017024920456249905,0.5926704363243495,0.036473792494998186,0.06924554137061885,-0.21565310483967792,0.266709676391836,0.3420543273678946,-0.4834979072684471,0.6259198238709176,0.49207069274016163,-0.08675217304975741,0.36943203614194686,-0.19159888465934838,-0.048085015308324056,-0.17012402930976744,-0.09948178379920004
233,39,2000,1524.18,605220,0,0,20,3,1,0,48870,5430,5430,38010,1999,-2.2040633161890764,0.32494074288738445,-0.23467172358521798,0.6521736602714019,-0.2568561098263784,0.061689697900869075,0.3461317915369183,-0.09298631422339046,-0.09021240397500237,0.12079734084739654,-0.32663780137011994,-0.08546699662736339,0.03178059156096685,0.4675824947439601,-0.009794324764729093,0.2735543285258682,-0.1076449952360505
73,26,2000,1191.19,468813,29300,0,9,3,0,1,40160,5020,0,35140,2003,-1.6878846410708854,0.3233592398875429,-0.10623796439343916,0.1063814349802012,-0.5844812330088087,-0.6231685225686595,0.2444594879522694,-0.2544446745786339,-0.36336345260413205,0.5157238895414082,-0.03210396979339786,0.17576535025626086,0.4454191725540841,-0.4318267770885517,0.351225263386204,0.31377376087345554,-0.34591142541693964
30,36,500,1488.26,440831,0,-63500,17,3,2,2,57900,5790,5790,46320,2008,-2.190324720273384,-0.509937605636846,-0.31089501489432403,-0.6172707294293458,0.23681532616300488,-0.08167543573066212,-0.39967462898127293,-0.006094211856571042,-0.20137526211112133,0.2730249796705761,-0.008241391130931499,0.6037380414340429,0.20659634416532494,-0.49965035604543373,0.03355738985143529,-0.7594634403495103,-0.06429277014521793
398,53,2000,1396.43,448722,21500,0,16,1,2,1,47430,5270,5270,36890,2000,-2.1294823669324563,0.09615008444305724,0.350844307743557,-0.09049885537982572,0.13058505544793977,-0.1830215069834241,0.08524731472045545,0.1301620220271792,0.01973381739813866,0.01772012541474144,0.3780766399499986,-0.15952516276024262,0.16100213018832282,-0.4272402914424183,-0.0848848522167295,0.4349427097844419,0.4766708674522869
289,48,500,1173.37,461744,0,-42700,1,1,1,0,42900,8580,0,34320,1999,-1.7781668428025845,0.08383368785188175,0.30630902083713174,-0.18434584786932603,-0.1565015680032282,-0.30625606577785536,0.01836742314141529,-0.11741615157069503,0.15911125667357992,0.014055901775830387,0.06190605064946063,-0.5976043913502558,-0.21014474916412382,-0.3463150973063531,-0.6046732423603252,0.5890943066073083,-0.18967573170311813
398,55,500,862.19,606858,69400,0,7,1,2,3,6600,600,1200,4800,2012,-1.9077021757219794,0.788869934792578,-0.3861889184813245,0.3320671463788347,-0.12261805853744893,0.4126078914057217,-0.2568107165324003,-0.24742271799789398,0.05818348876022522,-0.3401621287159243,-0.771228055283812,-0.16125163996815395,-0.2543537247284944,0.17258286314969312,-0.3675037438124171,0.36106907295381324,-0.022017122205047326
148,36,1000,1236.32,616929,55100,0,0,1,2,0,61050,5550,11100,44400,2009,-1.7497083226915056,-0.35481102616993493,0.587420421599901,-0.26847048742868007,-0.4691920920061303,-0.014011740489940444,0.19002742142396575,0.014053124922714157,-0.023363950658875723,0.739742885529538,0.23262762560672912,-0.1835478295370428,-0.08585860391955724,-1.0441957367990544,-0.44825594386006395,0.010412361879556006,-0.5725389559775942
51,34,500,1430.8,461264,0,0,23,1,2,3,64200,6420,19260,38520,2007,-2.160884871882612,0.22709037205734245,0.263031963070806,0.3337782743977722,0.3203075007589111,0.19528210911212784,-0.0674066367204458,-0.3746683174910501,0.3525363434781919,-0.07223074260298283,0.08586393027050351,-0.23440997179485523,-0.6633209787728422,0.5887541948506242,0.12369979268084659,0.5541545857608237,-0.4649445781897116
372,50,2000,1368.57,474860,0,0,18,3,2,2,51800,5180,10360,36260,2003,-2.2418444549572336,-0.1446832115243734,0.7464146673487797,0.02753211840726204,0.08078697002827502,0.1636447648813697,0.05378751217365926,0.047645349971357234,-0.2913415330805265,0.20594284270120966,0.21313180043257948,-0.01183274658464953,-0.2483513680484361,-0.10531815151929727,0.47786871578529355,-0.5279612012971333,0.01884888030035045
295,48,1000,1332.07,609409,49700,-59100,20,2,2,1,86060,13240,13240,59580,2002,-2.169716826399844,-0.41128203503225713,0.8340986416486978,-0.20076408457653547,0.2357301119602415,-0.18839907693604857,0.13245759244660227,0.13829600355777785,0.2589858347647577,0.14735070282315774,0.23836107808970758,0.000742311099036783,-0.03202136926273169,-0.0253612894789077,0.5360590355677545,-0.6106297615430696,-0.5578752849411662
285,44,2000,1144.3,609458,52600,0,3,1,1,0,5500,500,500,4500,2010,-1.977376483580138,0.38084503415771365,-0.14523800249290297,0.5973122143127715,-0.15609017793839267,0.6119887172597074,-0.08826049571784715,0.3801411633603943,0.6039206298958072,-0.026422200462776442,-0.6411769234421619,0.0698523660475304,-0.18685373183084228,0.2990461600336069,-0.20034111961657447,-0.07624804189902804,0.33591402442863166
104,32,500,1158.03,434247,31900,-44600,23,3,1,3,63570,9780,9780,44010,2006,-2.1795301091967674,-0.40504144207510884,-0.6932639474045991,0.22106422117487795,-0.3368494002781241,-0.5806942862330248,0.36967738356843727,0.18676075179402604,-0.045184793094742826,0.053207922400287266,-0.013140577423975534,0.43075408471131427,0.7316346981549481,0.9167992751986165,0.29480590927755745,-0.18545563167752893,-0.4120651564800797
140,36,500,1363.59,468303,43200,0,10,3,2,0,79500,7950,7950,63600,2000,-2.22565253834231,-0.5148623059627784,-0.3041264512912587,-0.1727902092667229,0.23920598704170043,-0.4094337215683867,0.16618709055229822,0.28909837654614556,-0.5804434656898504,-0.22813326160922062,0.06843848921742313,-0.3387425616157452,0.13513493233950355,0.506121010522317,0.30278282066596685,0.0781273632918585,-0.2149566081061479
124,28,1000,1235.14,443567,0,-32100,20,3,0,1,60200,6020,6020,48160,2012,-2.0602987232141436,0.5611184988951694,-0.09152649391661301,-0.17282924359000393,0.028760872187107822,0.03057533593573839,-0.48577790347239874,0.05762687010316098,0.14610808069809245,-0.08364026285537259,-0.4688280873733247,0.6087467099090184,0.2925644541964006,-0.16861976983975024,0.1711211653320146,-0.1859059424471139,-0.3206189856783508
144,35,500,1427.46,444922,0,0,3,3,0,0,87900,17580,8790,61530,1995,-2.207497965168,0.4723861517324078,-0.020782397273998575,0.16576657351206675,0.17143572802133142,-0.025211670083363946,-0.14406817288009832,-0.33827733866059206,-0.3615862619938582,0.6045627826632053,0.30544043289798023,0.6929748580419884,0.27865925973835215,-0.5993807780090404,-0.21684682948766976,0.22618008436327058,-0.17069123455613747
453,60,500,1298.91,459504,52600,-38800,0,1,0,0,70000,14000,7000,49000,2015,-1.658444792680115,-0.5318676575267884,-0.5325449171453139,-0.32938125439507826,-0.7393991090143168,-0.10462490183889953,-0.008329203929897555,-0.20450648032293942,0.09267487861946822,0.028495802550820654,0.33561454314405986,0.08685666641963076,-0.9585429767800829,0.6396593213365105,-0.39562422906372285,0.6370088119806946,0.05559042356093166
371,52,1000,1242.96,449800,0,-37100,2,2,2,0,88920,6840,13680,68400,2010,-1.8444065016818199,-0.4571040068062017,0.5700791780890493,-0.09082865399718303,-0.2917257878117748,-0.14092938002322913,0.4301947157579813,0.5751479252623795,-0.11057717264367077,0.8656365019523432,0.010149349395245824,-0.7399661271322362,1.0292273115743948,0.3089912276090777,-0.09358115000648409,-0.2554826963741361,0.08256759275761463
290,47,1000,1393.34,472922,0,-61400,20,3,1,3,56160,6240,12480,37440,2002,-2.141258306288765,-0.5356680194486769,-0.5539037718088115,0.06200811662037185,0.23471328141200581,-0.015611226701819044,0.24384406019957014,0.2519068451035887,0.0007983318055474337,0.12354259647524433,0.2038055174368211,0.5806540516548675,0.5132448820492644,0.6899910849092443,-0.059975221194959794,-0.2279890127689866,0.24139035095828393
165,33,1000,1427.14,446895,35300,-58100,3,1,1,1,2970,330,330,2310,2008,-2.052938761116452,0.13769148907115664,0.342283934249837,-0.042461535353065384,0.06775197186542511,0.7533567772148849,-0.2188132089689659,0.3847354595048999,0.3074640277183564,-0.16339675540285,-0.4049277515945709,-0.08613862311138583,-0.1968274453676328,-0.14089918097841597,0.6032589453298982,-0.6060925021281582,0.9189674328436785
147,37,1000,1306.78,466818,0,0,22,1,1,0,81120,13520,20280,47320,1995,-2.1363516648903027,0.21645527035639467,-1.0030359524967232,-0.0856003061056187,-0.12173109908633716,0.03964944074475014,-0.17753033752218952,-0.5715140011829704,0.1891593543846852,-0.74779038908222,-0.19937318696773484,0.5205869138655583,0.3026000618343754,0.39977272277628545,-0.5433740224842718,0.4321038858663293,-0.02512032847699644
138,33,500,1362.87,445904,56900,-56900,6,1,2,0,95810,14740,14740,66330,2007,-1.8762996707718222,-0.698523842602571,0.8815840946112573,-0.0691505936571476,-0.1748857857740254,0.16741838584991106,0.3879031628782352,0.2364503830993606,0.22517388385066334,0.5527318954853139,0.5656559487005265,-0.5095703607998563,-0.22917139074539733,-0.36499058728711054,-0.5674504837445997,-0.05561157439500414,-0.30647921732831257
76,31,500,1493.5,442335,39900,-44000,7,1,2,1,8030,1460,730,5840,1995,-1.6731647168755008,-0.14496593298949842,0.3796873067132724,-0.0998672593545587,-0.43855695997485883,0.7607664611654198,-0.14255438778675072,0.27255213578168414,0.22985514146327138,0.4664434224370463,-0.7343261120708955,-0.510941252491105,-0.6154165168318483,-0.5119593342610729,0.24004723717416743,-0.3303515350877307,0.7275462173473031
150,30,1000,1677.26,439690,40100,0,7,1,1,3,4590,510,510,3570,2013,-1.8409718527028978,-0.21986133999518712,-0.8325714521487646,0.38672622511934096,-0.05268218677303112,-0.03773906040905123,0.07481268011334986,-0.07929859054284037,0.08998935193537472,-0.32645215177787446,0.028145201640118633,0.38159577669714434,-0.061155005662082124,0.49178105552513857,-0.1521757493641339,0.2806498275290232,0.10323190634531447
476,61,1000,1562.8,458997,42800,-68200,10,1,1,2,49390,8980,4490,35920,2009,-2.140767642148919,-0.24535535355666516,-0.26890606417948953,-0.41284520627809024,0.5547115011063163,-0.5232428313408871,-0.16535234900516596,-0.2579122701734612,-0.5087652804651098,-0.4598435637831845,0.3027406759690077,-0.1766207675247551,-0.4275903155880298,0.08022150341589679,-0.31138533083412756,0.1949646946410112,-0.1053870698691722
61,25,2000,988.06,460579,0,0,1,3,1,0,32320,4040,4040,24240,2000,-2.1917967126929225,-0.5817610678200603,-0.23474772195783034,-0.6069311375079528,0.16109582521607052,0.07529683092417776,-0.01601764560645953,0.5779600365339251,-0.288371797490551,0.17572401627634682,-0.06287536878110644,0.04738822162340122,0.3566841117067443,0.21752316186427045,-0.11252554579302443,-0.24974752178009504,0.1604305603094058
245,39,500,964.79,460675,58000,0,7,3,0,1,72820,13240,6620,52960,2010,-1.911627488840748,0.25246263450676226,0.199954029139118,-0.4104520729340192,-0.48279132718586804,-0.011467730218459055,-0.17948875497647093,0.2561626469376625,0.05445843741605039,0.4973518634822954,-0.8597531201672979,-0.6176343176509549,-0.14621693451980655,-0.15716099722247662,0.7060876124098183,0.11564390321196999,0.415895230850283
223,40,500,1201.41,437818,88400,-46500,7,3,1,0,70510,12820,12820,44870,1999,-2.1476369401067656,-0.36862663881671265,-0.30489448065058744,-0.8023635264771664,0.2318153103094688,-0.2717243820039308,-0.5149692252958694,0.23115038470613686,-0.5302393074348343,-0.0260218900905195,-0.05921778405511858,0.16205997651606147,0.15469059250931544,-0.21954550856736016,0.05384985237061486,0.0454274744415018,-0.11645335411202487
288,45,1000,1046.71,616714,0,0,4,3,2,1,48060,10680,5340,32040,2009,-2.098570526122146,0.5605317501550952,-0.12869741166455662,0.20363078285284045,-0.15011392606857715,-0.1954063618195787,0.10612118105603942,-0.316424468943062,-0.5594996718669587,0.39444503041995005,0.3818012312812316,0.41265446583407317,0.41696301556317533,-0.3887631271400319,-0.2812248562850701,0.29950076905419193,0.06914891672450851
344,51,2000,1398.46,455672,0,0,14,1,0,2,82830,7530,15060,60240,2004,-2.1127997861776864,-0.23228653989938025,-0.6400547960448615,-0.08668111038410835,0.37726570916665314,0.269104333310694,0.09504700515348409,-0.3072456145194392,0.15196124161611893,-0.2828513742791421,0.02748776596932783,0.23320216064616472,0.11888990761090672,0.47411791381748264,0.28960940304728505,0.7496910155546478,0.5735555480631542
412,56,500,1042.56,616767,0,-66100,19,3,0,2,68040,15120,7560,45360,1997,-2.202100659629692,0.2554252408287949,0.017000679813057508,0.21705836962713862,-0.1736082967599442,-0.07721394830570873,0.1240465182138159,-0.19292686640166595,-0.05651029781505223,0.25242206635809417,0.2631783651292904,0.6780049243510119,0.6201478546117747,-0.44114294903649537,-0.4243272185276629,-0.18452585412773861,-0.2221584214595862
124,29,500,1301.72,441726,0,0,14,3,0,3,72000,7200,7200,57600,2005,-2.1319356876316875,0.4866723431156076,0.0868237132140107,0.23265616017899285,0.07789826813724021,-0.0272068787097854,-0.17788543368276435,-0.30470287611652447,-0.3336958073253804,0.07431954349685452,-0.059024500433733355,0.3639059852309059,-0.26104492232469967,-0.08000249542780355,0.3136952516557767,0.2583633475551403,-0.07018638991814288
303,43,1000,671.01,479655,42900,-61500,20,1,2,0,60210,6690,6690,46830,2013,-1.8311585699059736,-0.05625745041555494,0.5165295345856556,-0.397052284765496,-0.08265718992398208,0.5112662138008829,0.09529907536604587,-0.264539521355246,-0.017445581867683312,0.22966347198432796,-0.3788250426150085,-1.0524209271093643,-0.09769555594864268,0.3128049374365095,0.6637161426248623,0.6060594756527535,0.7621063824637473
297,48,1000,1243.68,463331,0,-71400,18,3,0,2,54960,6870,0,48090,2002,-2.146164947687226,0.5425174132367971,0.05046645435429495,0.49092779896407696,0.1781301770781646,-0.10341989056083742,-0.12086589304220159,-0.3796674390214675,-0.18574609647463167,0.125492904496376,0.4189667983049842,0.4876859930100759,0.26885747882247435,-0.035549206614804964,-0.2780976163458379,0.08226485103142986,0.10013397350116177
264,43,500,1508.12,433275,0,0,0,3,2,1,60750,13500,6750,40500,2015,-1.7928867669979698,0.33842453323844157,-0.07014912128682017,0.22484274957575356,-0.9297958029526627,-0.23741892469275755,0.049174361496986355,-0.1854387828272253,-0.0476079108532442,0.7109752858512238,0.17958625531828126,0.4380776635423858,-0.08968573221732823,0.014556712259562177,0.37675179351497246,-0.055988222483064835,-0.26302913016197743
27,33,500,1442.99,601734,0,0,21,1,1,1,27700,2770,2770,22160,2012,-2.1859087430147675,0.008191846137848983,0.46211868378423104,0.21059771031301333,0.22060277347007304,-0.2747601593916183,0.2727466017270177,-0.01122380221164014,-0.03525366790955191,-0.18864999250368852,0.5020344032023284,0.06261615542556748,0.13129586050085953,-0.669695968449397,-0.2743136768035821,-0.29200162347483616,-0.30638759048869085
186,38,2000,1347.31,436467,80900,-111100,1,3,2,3,73800,12300,12300,49200,1995,-2.217801912104771,-0.9863820782611119,0.012621681854793074,-0.5628126295364935,0.15703409492897133,-0.0011249036346910168,0.2032420858333202,0.18418475806842116,-0.01189546545125602,0.06281817847197496,0.3985817297580405,-0.09615523878045029,0.22974042493351737,0.37855266560074274,0.1575569431564185,-0.18324129519384977,-0.28932455512764005
62,28,1000,988.45,430141,0,0,3,1,1,1,60200,6020,6020,48160,2004,-2.2119139424266154,0.22784801436248875,0.27629798862378174,0.4199943821135058,-0.02599560058823264,-0.6254627589167393,0.3804609693311537,-0.06815959046394478,-0.2970270586045,0.033453668898313915,0.3824743365932971,-0.5322922092942488,-0.01564849850446758,-0.13012595146859657,0.019191772441589927,0.4588135824408577,-0.5858148552969025
101,33,1000,1313.64,438617,12100,0,3,1,1,0,4290,780,390,3120,1997,-1.7919054387182793,0.07348599485092605,0.3466930904905918,-0.058567710990690844,0.10642361031753075,-0.2754074139391113,-0.06558124301745225,0.34971761302848164,0.08515537207569945,-0.1444621225443561,0.3532001785487445,-0.4670651513057766,0.02276380292449587,-0.14258402487789662,-0.14294498221717775,0.008666372355298796,-0.10898135576986576
103,27,1000,1537.33,468470,0,-74800,11,3,1,1,77700,7770,15540,54390,2008,-2.223199217643079,-0.4336407116234151,-0.3833693977279859,-0.2834969300821834,-0.03796678157942142,-0.09073488023558901,-0.18137133903389513,0.35985167834803233,-0.11702382916950868,-0.17643080037259196,0.009532029639710232,0.014343044294643694,0.23555040341811176,0.39700895766035066,-0.10315590430283067,-0.2179628538744822,0.43918438620174105
440,61,500,1050.76,467942,41500,-70200,21,1,2,3,53640,5960,5960,41720,2004,-2.0411628217601425,0.4512755221266925,0.06996219776323429,0.3197820082066874,0.2617481135247107,0.3141548333340659,-0.20232687526607232,-0.4601788249358414,0.164215929009125,-0.20394676590889185,-0.11252647461042077,-0.09973651533714803,-0.5393656775579316,0.2811350168276217,0.10099786931627441,0.2745013396413568,-0.060365452573645825
267,40,500,1155.53,465158,0,-35200,5,1,0,2,5670,1260,630,3780,1997,-1.5441200480959527,0.6071100165533847,-0.18086100545977316,0.14843489863406906,-0.6262067317917085,-0.06011496825277848,-0.17962172764144255,-0.6321799497835409,0.288442353457592,0.20605288858496532,-0.036290937819653805,0.06676591930177796,-0.04096148083395071,-0.21919409932057612,-0.2750424052477556,0.05673524779554631,-0.16281807261850115
255,39,500,1453.95,470389,38200,0,17,3,0,3,29300,2930,5860,20510,2010,-2.175604796077999,-0.09496891369521687,0.6306690086959443,-0.4985044341605729,0.23456593597371314,0.018589032256515304,-0.2556244948068515,0.6086918331084649,-0.1704656729399727,0.28728796701466774,-0.1863324791246161,-0.19269818716884896,-0.0999432931703384,-0.09436561259377965,0.3505969590529502,-0.14298223721386683,-0.27449854911161303
241,39,1000,1260.56,473591,0,-54900,20,3,0,2,37520,4690,4690,28140,2010,-2.26932164678862,-0.34785603936809817,0.5407905949914643,0.32088196322049983,-0.005844391430538448,0.3186506995113026,0.3387324237577656,0.339825053052107,-0.15284307079061188,0.18399607170654056,-0.08443302094503576,-0.23929793130466645,-0.08766894813900955,-0.11876586146459193,-0.042402488367509594,-0.4136494338558725,0.024830003712787596
206,42,1000,1230.76,470488,0,-74200,2,1,1,1,78980,7180,14360,57440,1997,-2.1108371296183006,0.41397665103016545,-0.03986363506650822,0.15742630148839862,0.1986709889780399,-0.27409177954835307,0.11871611083743006,-0.43708831133503284,-0.24405214270217143,0.1814803213293883,0.3688259943422657,-0.13439032653127206,-0.08850240385254435,-0.27619720868773606,-0.4567572409823044,0.8323128454468107,-0.46856767669949123
96,26,2000,1509.04,611723,10000,0,9,1,2,3,78320,7120,14240,56960,2007,-2.1643195208615364,0.42622376795971756,0.01855129209924828,-0.09944608770073918,0.009655722726685193,0.15451943005717378,-0.3939718979723573,0.2760445713798021,0.501392344180457,-0.5911614713733067,-0.7963414793778291,-0.2695103193784517,-0.0036246488920137487,0.04081410011184243,0.4651850535977975,0.15194253141797315,0.1689162168183247
479,60,1000,1188.45,459295,0,-44800,9,2,0,3,53900,5390,10780,37730,2006,-2.2197645686641545,0.4296234070967758,0.1068424866093999,-0.22204382077278206,-0.04575623583044986,-0.21292661723948492,-0.04746396243945789,0.34605104621003757,-0.6733934896842666,0.10737550589882464,-0.04619218647632485,0.04315534038108741,0.6246812375746518,-0.6285238643293011,-0.05595756452889661,0.07554800002430145,-0.5036487703665705
232,43,500,1483.91,431531,0,-33600,17,3,0,1,70600,7060,14120,49420,2013,-1.7869987973198163,0.128021875363228,-0.08209268950988145,-0.0021138168157648213,-0.5644224808409031,0.08782149451602884,-0.17952817185459763,-0.18849176377423546,0.9141942211739884,0.6560925862615427,-0.6700564065500104,0.28603330099912666,-0.007451745683839939,-0.08430145989813563,0.3741665917938273,-0.4576588808576315,-0.21993119155657836
303,46,1000,709.14,450184,0,0,3,3,1,0,54890,9980,4990,39920,2006,-2.1952313616718455,-0.3526044425061163,-0.5940711924654254,-0.015128263713327964,-0.10260330876738115,-0.04489148076616721,0.08845858814529274,-0.1863757638456613,0.12147451184414611,0.1503564096530314,0.2762871449207701,0.7145575934469834,0.4496032252249079,0.5731713553634894,-0.045130830303093464,-0.7419992899690662,0.33366875375842725
247,39,500,806.31,602177,0,0,3,1,2,3,3300,600,0,2700,2003,-1.9184967867985958,0.6462255735367386,-0.03000998473763771,-0.035232368889020815,0.05310308014663063,0.000495975547264757,-0.26657330703504006,-0.025061084289870757,-0.27787272782410233,-0.35765867775796684,-0.019845589900602444,-0.24636409459465014,-0.0483755528843003,-0.5476580339087204,-0.17187183138356676,0.03778427788451852,0.01408043711325821
210,39,1000,984.45,474998,0,0,4,1,1,2,7800,780,780,6240,1997,-1.8419531809825904,0.1742878734045796,0.04609500340755366,0.4817977633982978,0.233177808216744,0.610377118147588,0.026928085271100067,0.2845846109405658,0.7190841643845467,-0.04932127915763826,-0.4257951532197812,-0.20929961256252305,-0.26995380819966547,0.5094345049806008,0.44498709788134133,0.32152962181653744,0.5411036367832794
134,32,1000,1000.06,440961,0,0,17,1,1,0,82720,7520,15040,60160,2014,-2.1814927657561527,0.29292433862496664,0.5387584769496161,-0.21877995208973994,0.6310405226437509,-0.08804559826794735,-0.46997891657205526,0.0073819594930575,0.2971635367204706,-0.31201595778726415,-0.359490023901138,-0.4284897038335517,-0.3816242815628436,0.10556590657832812,0.47124473833432223,-0.18702360604357393,-0.5876468033980451
119,34,500,1299.18,463271,57100,0,7,1,2,1,45540,8280,8280,28980,1998,-2.016138950627987,0.07957113498704033,0.4367390085207117,0.3894396704115685,0.34967847622996556,-0.24566499085660073,0.15692359428028999,-0.028771894726109443,-0.19367804651387815,-0.2156475934843171,0.7917816990426523,-0.2812253033606063,-0.38741464388661956,-0.2829521190810844,-0.024398234611584163,0.47419606139353054,0.1348415161533592
182,38,2000,1441.06,435534,53800,-78300,18,1,2,3,89650,8150,16300,65200,2005,-2.2413537908173877,0.25213302970409746,0.45743715984151634,0.11113005126385792,0.2936787979385301,-0.2297560449488402,-0.05108853335534833,-0.05568862686356115,0.019881541307009015,-0.2982615953269954,-0.1355114691464905,-0.5129816757963456,-0.4160462244801525,0.2281589308892389,0.43862375539096005,0.05137153739148345,-0.5032249293876254
191,38,2000,1253.44,608525,0,0,19,3,2,0,56320,10240,5120,40960,2007,-2.1132904503175327,-0.25189219999349954,0.765450153693387,-0.33846790177330666,0.3007947895045003,-0.15859768302918328,0.037591048864462906,0.08936054183166285,-0.4745708580345601,0.46224332746343416,0.7012620746004381,0.04279137297608253,0.08151669726514157,-0.8893406929008167,-0.016531081709721555,-0.018969173102188555,-0.05302069259720821
153,37,500,1010.77,438215,52300,-55600,5,3,0,3,42500,4250,4250,34000,1999,-2.0691306777313754,-0.17741029622729396,-0.6665588480765334,-0.5656674674894062,0.2522787177171012,-0.3396092932796338,-0.249117364549676,-0.1847594224690975,-0.1532852392603246,-0.05503600425381941,-0.07901570987014059,0.6852550330053466,0.5713399240730835,0.061084301441022185,-0.08000726259543245,0.27686875725070736,-0.505345429427242
141,30,1000,1851.78,465248,78800,0,13,1,1,0,61740,6860,6860,48020,2002,-2.1790394450569215,-0.0439637280063084,0.4881324837077813,0.252757831873453,0.2700916875003184,-0.23550700634673655,0.48476049082527556,-0.18167962771866109,-0.29294945453791554,-0.22583489191261846,0.7406510287085465,-0.3807307459892411,-0.02783975877897376,-0.18903624317468604,-0.2031865906318588,0.022326116448023334,-0.043089610735248085
294,46,500,1532.8,473935,0,0,8,1,0,3,65780,11960,11960,41860,2013,-2.126047717953533,0.09882744260553539,-0.009782000110973611,0.809063382891075,0.027276162840084304,-0.04151148901031895,0.4493880131323692,0.05728740111783325,0.4061751640088543,-0.05169983669477631,0.40157833050207914,0.5013560703708915,0.22248056940441346,-0.2668844265812369,-0.2622813047017783,-0.00499292271205218,-0.4329086109939364
209,38,500,1355.08,614945,58100,0,21,1,1,1,47300,4730,4730,37840,2014,-2.217311247964924,0.33044901350075967,0.35138388974087337,0.012002200454857352,0.3080199117918998,0.48035660459595303,-0.21685273957682902,-0.1268609551558783,-0.18377438594813775,-0.3544870362548694,-0.22062601904980983,-0.441680482126336,-0.4034470327083791,0.0013215811538567698,-0.4039923149282466,0.06813176257084241,0.41429180771664875
214,41,500,1398.51,472214,0,-57100,13,3,2,0,64000,12800,6400,44800,1996,-1.7281191005382732,0.2873194960968923,0.1447309988732372,-0.1696668811414967,-0.2977031144426946,-0.19863600081374347,0.034322160675260255,-0.4906678020344663,-0.6898294524971362,0.9330938826321907,0.288136463839669,0.11867863716230657,0.06601491722203459,-0.5706010063335402,-0.05547077771099745,0.5036279063981914,0.2169425648323864
